Timestamp,Email,Gender,Marital Status,Department,GPA of last semester,CGPA,Class attendance,Self-study per week,Homework on time,Study materials access,Study environment,Library Usage,Interaction with teachers,Peers support,Stress,Current living situation,Financial aid,Employment,Own expenses,Contribution on family,Financial difficulties,Relationship with parents,Parents support,Internet access,Online resource usage,Technology comfort,Motivation,Extracurricular activities,Sleeping hours,Caffeine consumtion,Social media usage,Health condition,Engagement in hobbies,Primary academic goal,Career goal,Challenges in studies,External factors
26/12/2024 17:45:25,,Male,Unmarried,Mechanical and ,3-3.25 (Average),3-3.25 (Average),Regularly (More than 75%),Less than 5 hours,Never,"Yes, always",Partially conducive (sometimes noisy),Never,Never,Somewhat supportive,Sometimes,Living alone,No,"No, I am not working","No, my family supports me",No,Never,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Not comfortable,Sometimes motivated,Often,7–8 hours,Occasionally (1–2 times a week),2–4 hours,No,Never,Improving my GPA,"Yes, but it's unclear","Consistency, focusing ",No
26/12/2024 18:08:21,,Female,Unmarried,GCE ,3.51-3.75 (Better),3-3.25 (Average),Regularly (More than 75%),Less than 5 hours,Most of the time,"Yes, but with difficulty",Partially conducive (sometimes noisy),Never,Rarely,Very supportive,Sometimes,Living alone,No,"Yes, full-time","Yes, partially","Yes, occasionally",Occasionally,Good (regular communication),Both financial and mental support,"Yes, reliable access",Sometimes,Somewhat comfortable,Sometimes motivated,Rarely,5–6 hours,Occasionally (1–2 times a week),1–2 hours,No,Occasionally (once a month),Passing the course,"Yes, but it's unclear",Improving CGPA,No
26/12/2024 18:20:58,,Male,Unmarried,CSE,3.51-3.75 (Better),3.51-3.75 (Better),Regularly (More than 75%),Less than 5 hours,Sometimes,"Yes, always","Fully conducive (quiet, with necessary resources)",Occasionally (once a month),Frequently,Somewhat supportive,Always,Living with roommates,No,"No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Sometimes,5–6 hours,Daily,More than 4 hours,"Yes, a mental health condition",Regularly (once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear",Self doubt ,No
26/12/2024 18:32:11,,Male,Unmarried,GCE,3.26-3.5 (Good),3-3.25 (Average),Regularly (More than 75%),10–15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Occasionally,Somewhat supportive,Sometimes,Living with roommates,No,"Yes, part-time","Yes, fully","Yes, occasionally",Rarely,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Sometimes,Somewhat comfortable,Highly motivated,Often,5–6 hours,Regularly (3–5 times a week),2–4 hours,No,Regularly (once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear",Memorizing ,No
26/12/2024 20:01:10,,Male,Unmarried,ME,3.26-3.5 (Good),3-3.25 (Average),Regularly (More than 75%),,Always,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Never,Somewhat supportive,Often,Living in university accommodation (dorms),No,"No, I am not working","No, my family supports me",No,Occasionally,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Sometimes,7–8 hours,Regularly (3–5 times a week),More than 4 hours,"Yes, a physical condition",Occasionally (once a month),Improving my GPA,"Yes, I have a specific goal",,
26/12/2024 23:21:22,,Male,Unmarried,Mechanical Engineering ,3-3.25 (Average),3-3.25 (Average),Regularly (More than 75%),Less than 5 hours,Most of the time,"Yes, but with difficulty",Partially conducive (sometimes noisy),Occasionally (once a month),Never,Somewhat supportive,Often,Living with roommates,No,"Yes, but occasionally (temporary jobs)","Yes, partially",No,Occasionally,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Sometimes,Less than 5 hours,Occasionally (1–2 times a week),More than 4 hours,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)",No,Lack of proper educational sources,
27/12/2024 14:33:13,,Female,Unmarried,CSE,3.26-3.5 (Good),Below 3 (Below Average),Occasionally (50–75%),Less than 5 hours,Always,"Yes, always","Fully conducive (quiet, with necessary resources)",Never,Never,Very supportive,Always,Living alone,No,"Yes, part-time","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Often,5–6 hours,Daily,More than 4 hours,"Yes, a physical condition",Occasionally (once a month),Passing the course,No,,
27/12/2024 14:34:32,,Male,Married,ME,3.26-3.5 (Good),3.51-3.75 (Better),Regularly (More than 75%),5–10 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Frequently,Very supportive,Sometimes,Living in university accommodation (dorms),No,"Yes, part-time","Yes, partially",No,Never,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Rarely,5–6 hours,Occasionally (1–2 times a week),More than 4 hours,"Yes, both physical and mental health conditions",Frequently (more than once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
27/12/2024 14:35:47,,Male,Unmarried,ME,3.51-3.75 (Better),3.26-3.5 (Good),Regularly (More than 75%),10–15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Regularly (weekly),Rarely,Very supportive,Sometimes,Living in university accommodation (dorms),"Yes, partial scholarship/financial aid","Yes, part-time","Yes, partially",No,Rarely,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Somewhat comfortable,Sometimes motivated,Sometimes,7–8 hours,Daily,2–4 hours,"Yes, a physical condition",Occasionally (once a month),Passing the course,"Yes, but it's unclear",,
27/12/2024 14:37:06,,Female,Unmarried,CE,3.26-3.5 (Good),3-3.25 (Average),Regularly (More than 75%),10–15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Frequently (multiple times a week),Rarely,Somewhat supportive,Sometimes,Living with roommates,"Yes, partial scholarship/financial aid","No, I am not working","No, my family supports me",No,Rarely,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Sometimes,7–8 hours,Never,1–2 hours,No,Occasionally (once a month),Improving my GPA,"Yes, I have a specific goal",,
27/12/2024 14:38:36,,Female,Unmarried,CE,3.26-3.5 (Good),3.76- higher (Best),Regularly (More than 75%),More than 15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Frequently (multiple times a week),Occasionally,Very supportive,Sometimes,Living in university accommodation (dorms),"Yes, partial scholarship/financial aid","Yes, part-time","No, my family supports me",No,Rarely,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Sometimes,Very comfortable,Sometimes motivated,Rarely,7–8 hours,Regularly (3–5 times a week),1–2 hours,"Yes, a physical condition",Frequently (more than once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
27/12/2024 14:40:29,,Female,Unmarried,CSE,3.51-3.75 (Better),3.26-3.5 (Good),Regularly (More than 75%),5–10 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Occasionally,Very supportive,Never,Living with roommates,"Yes, partial scholarship/financial aid","Yes, but occasionally (temporary jobs)","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Highly motivated,Rarely,7–8 hours,Regularly (3–5 times a week),1–2 hours,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
27/12/2024 14:42:15,,Female,Unmarried,CSE,3.26-3.5 (Good),3-3.25 (Average),Regularly (More than 75%),Less than 5 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Rarely,Very supportive,Sometimes,Living with roommates,No,"No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Sometimes,Somewhat comfortable,Sometimes motivated,Never,More than 8 hours,Occasionally (1–2 times a week),2–4 hours,No,Occasionally (once a month),Passing the course,No,,
27/12/2024 14:43:38,,Male,Unmarried,CSE,3.51-3.75 (Better),3.76- higher (Best),Regularly (More than 75%),More than 15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Regularly (weekly),Occasionally,Very supportive,Sometimes,Living in university accommodation (dorms),"Yes, partial scholarship/financial aid","Yes, but occasionally (temporary jobs)","Yes, partially",No,Never,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Rarely,7–8 hours,Regularly (3–5 times a week),Less than 1 hour,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear",,
27/12/2024 14:45:11,,Male,Unmarried,MSE,3.51-3.75 (Better),3-3.25 (Average),Regularly (More than 75%),10–15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Frequently (multiple times a week),Occasionally,Very supportive,Sometimes,Living with parents/guardians,No,"No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Sometimes,7–8 hours,Daily,2–4 hours,No,Never,Passing the course,No,,
27/12/2024 14:46:51,,Male,Married,CSE,3.51-3.75 (Better),3.26-3.5 (Good),Regularly (More than 75%),10–15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Occasionally,Very supportive,Sometimes,Living with parents/guardians,"Yes, partial scholarship/financial aid","Yes, but occasionally (temporary jobs)","Yes, partially",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Sometimes,7–8 hours,Never,Less than 1 hour,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
28/12/2024 17:03:03,,Female,Unmarried,IPE,3.51-3.75 (Better),3-3.25 (Average),Regularly (More than 75%),Less than 5 hours,Always,"Yes, but with difficulty",Partially conducive (sometimes noisy),Never,Occasionally,Somewhat supportive,Often,Living with parents/guardians,"Yes, partial scholarship/financial aid","No, I am not working","No, my family supports me",No,Occasionally,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Never,5–6 hours,Daily,Less than 1 hour,"Yes, a physical condition",Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",Understanding the lectures.,"Yes. If anyone feel stressed by any kind of family,health or financial issues, then he/she can not concentrate on his/ her studies."
28/12/2024 17:04:11,,Male,Unmarried,EEE,3-3.25 (Average),3-3.25 (Average),Regularly (More than 75%),5–10 hours,Always,No,Partially conducive (sometimes noisy),Frequently (multiple times a week),Rarely,Very supportive,Sometimes,Living alone,No,"Yes, part-time","Yes, fully","Yes, occasionally",Occasionally,Good (regular communication),Only mental support,"Yes, but it is unreliable",Frequently,Very comfortable,Sometimes motivated,Never,5–6 hours,Occasionally (1–2 times a week),More than 4 hours,"Yes, a mental health condition",Never,Improving my GPA,"Yes, but it's unclear",,
28/12/2024 17:09:54,,Male,Unmarried,CSE ,3.26-3.5 (Good),3.26-3.5 (Good),Regularly (More than 75%),5–10 hours,Most of the time,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Rarely,Somewhat supportive,Always,Living alone,No,"No, I am not working","No, my family supports me",No,Rarely,Good (regular communication),Only financial support,"Yes, reliable access",Frequently,,Sometimes motivated,Never,5–6 hours,Occasionally (1–2 times a week),2–4 hours,"Yes, a mental health condition",Occasionally (once a month),Improving my GPA,,,
28/12/2024 17:15:53,,Male,Unmarried,CE,Below 3 (Below Average),3-3.25 (Average),Regularly (More than 75%),Less than 5 hours,Most of the time,"Yes, but with difficulty","Fully conducive (quiet, with necessary resources)",Occasionally (once a month),Occasionally,Somewhat supportive,Always,Living with parents/guardians,No,"Yes, but occasionally (temporary jobs)","No, my family supports me","Yes, occasionally",Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, but it is unreliable",Frequently,Very comfortable,Sometimes motivated,Rarely,Less than 5 hours,Regularly (3–5 times a week),More than 4 hours,"Yes, a mental health condition",Occasionally (once a month),Passing the course,"Yes, but it's unclear",I am very confused.,No in my cases
28/12/2024 17:24:11,,Male,Unmarried,MBA,3-3.25 (Average),3-3.25 (Average),Regularly (More than 75%),10–15 hours,Most of the time,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Occasionally,Very supportive,Often,Living with parents/guardians,No,"Yes, part-time","Yes, partially",No,Never,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Highly motivated,Sometimes,5–6 hours,Occasionally (1–2 times a week),1–2 hours,No,Frequently (more than once a week),Achieving the highest grade,"Yes, but it's unclear",Completing tasks on time,"Yes, postively"
28/12/2024 17:25:15,,Male,Unmarried,CSE,3.51-3.75 (Better),3.26-3.5 (Good),Regularly (More than 75%),Less than 5 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Never,Rarely,Somewhat supportive,Always,Living alone,"Yes, partial scholarship/financial aid","Yes, part-time","Yes, partially","Yes, occasionally",Occasionally,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Never,Less than 5 hours,Regularly (3–5 times a week),2–4 hours,No,Never,Passing the course,"Yes, I have a specific goal",,
28/12/2024 17:27:37,,Male,Married,ME,3.51-3.75 (Better),3.26-3.5 (Good),Regularly (More than 75%),Less than 5 hours,Most of the time,"Yes, always",Partially conducive (sometimes noisy),Never,Never,Very supportive,Sometimes,Living alone,No,"Yes, part-time","Yes, fully","Yes, occasionally",Rarely,Good (regular communication),Only mental support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Rarely,5–6 hours,Daily,2–4 hours,No,Regularly (once a week),Improving my GPA,"Yes, but it's unclear",Time Management ,Yes. Because I have to spend time to tackle external issues which could be used for studying and improving my grades. 
28/12/2024 17:38:26,,Female,Unmarried,Mechanical Engineering ,3.51-3.75 (Better),3-3.25 (Average),Regularly (More than 75%),Less than 5 hours,Always,"Yes, but with difficulty",Partially conducive (sometimes noisy),Occasionally (once a month),Occasionally,Not supportive,Sometimes,Living alone,"Yes, partial scholarship/financial aid","Yes, full-time","Yes, fully",No,Occasionally,Good (regular communication),Only financial support,"Yes, reliable access",Sometimes,Somewhat comfortable,Sometimes motivated,Rarely,7–8 hours,Occasionally (1–2 times a week),More than 4 hours,No,Regularly (once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear",Inconsistency ,"Yes, finances"
28/12/2024 17:51:52,,Male,Unmarried,EEE,3.76- higher (Best),3.76- higher (Best),Regularly (More than 75%),5–10 hours,Most of the time,"Yes, but with difficulty",Partially conducive (sometimes noisy),Occasionally (once a month),Frequently,Somewhat supportive,Sometimes,Living in university accommodation (dorms),No,"Yes, part-time","Yes, partially",No,Rarely,Excellent (close and supportive relationship),Only financial support,"Yes, but it is unreliable",Frequently,Somewhat comfortable,Mostly motivated,Sometimes,7–8 hours,Regularly (3–5 times a week),1–2 hours,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear",Living in different  place from home.,No
28/12/2024 17:58:01,,Male,Unmarried,Mechanical Engineering,Below 3 (Below Average),3.26-3.5 (Good),Regularly (More than 75%),Less than 5 hours,Most of the time,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Occasionally,Very supportive,Sometimes,Living in university accommodation (dorms),"Yes, full scholarship/financial aid","Yes, but occasionally (temporary jobs)","Yes, partially","Yes, occasionally",Occasionally,"Fair (some communication, but distant)",Both financial and mental support,"Yes, but it is unreliable",Frequently,Very comfortable,Mostly motivated,Often,7–8 hours,Regularly (3–5 times a week),2–4 hours,No,Frequently (more than once a week),Improving my GPA,"Yes, but it's unclear",Short attention span,"Yes, sometimes family and financial issues"
28/12/2024 18:11:44,,Female,Unmarried,Mathematics ,3.76- higher (Best),Below 3 (Below Average),Occasionally (50–75%),5–10 hours,Most of the time,"Yes, always","Not conducive (noisy, lack of space etc.)",Never,Occasionally,Somewhat supportive,Often,Living with parents/guardians,No,"No, I am not working","No, my family supports me",No,Rarely,Good (regular communication),Only financial support,"Yes, but it is unreliable",Sometimes,Somewhat comfortable,Not motivated,Never,5–6 hours,Never,2–4 hours,"Yes, a mental health condition",Occasionally (once a month),Improving my GPA,"Yes, but it's unclear",,
28/12/2024 18:25:55,,Male,Unmarried,Computer science and Engineering,3.26-3.5 (Good),3.26-3.5 (Good),Regularly (More than 75%),5–10 hours,Most of the time,"Yes, always",Partially conducive (sometimes noisy),Never,Rarely,Very supportive,Often,Living alone,No,"No, I am not working","Yes, fully","Yes, occasionally",Occasionally,Good (regular communication),No support,"Yes, reliable access",Frequently,Somewhat comfortable,Not motivated,Rarely,5–6 hours,Daily,1–2 hours,No,Occasionally (once a month),Improving my GPA,"Yes, but it's unclear","Most of the time I am unable to maintain the proper utilization of time. I can't understand the class lesson when teacher take a class. Other's high CG frustrated me and most of the course in per semester are hard. There are lot of lab, assignment, viva, quiz, exam and lab test. Most of the time i can't tolerate this pressure. ","Finances is the issue. In own maturity to take money from parent ,that's shameful to me. That's why I have to depend on Tuition or remote task and have to spend more time on that. And after finishing tuition become tired and then feeling bore to read own academic course.
"
28/12/2024 19:02:17,,Male,Unmarried,CE,3.26-3.5 (Good),3.26-3.5 (Good),Regularly (More than 75%),Less than 5 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Regularly (weekly),Occasionally,Very supportive,Often,Living in university accommodation (dorms),"Yes, partial scholarship/financial aid","No, I am not working","No, my family supports me",No,Rarely,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Highly motivated,Often,Less than 5 hours,Daily,2–4 hours,No,Occasionally (once a month),Improving my GPA,"Yes, I have a specific goal",Nothing,No
28/12/2024 19:18:10,,Female,Unmarried,Cse,3.51-3.75 (Better),3.51-3.75 (Better),Occasionally (50–75%),5–10 hours,Sometimes,"Yes, but with difficulty","Fully conducive (quiet, with necessary resources)",Never,Never,Very supportive,Often,Living with parents/guardians,No,"No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, but it is unreliable",Frequently,Somewhat comfortable,Sometimes motivated,Never,Less than 5 hours,Never,More than 4 hours,No,Occasionally (once a month),Achieving the highest grade,No,Has to read unnecessary courses,Yes. Because they affect mental health and environment.
28/12/2024 19:30:07,,Male,Unmarried,ME,3.26-3.5 (Good),3.26-3.5 (Good),Occasionally (50–75%),Less than 5 hours,Most of the time,"Yes, always","Fully conducive (quiet, with necessary resources)",Never,Occasionally,Somewhat supportive,Often,Living with roommates,"Yes, partial scholarship/financial aid","Yes, part-time","No, my family supports me","Yes, occasionally",Rarely,"Fair (some communication, but distant)",Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Sometimes,5–6 hours,Occasionally (1–2 times a week),More than 4 hours,No,Regularly (once a week),Improving my GPA,"Yes, but it's unclear",Not expected output ,No
29/12/2024 06:09:11,,Male,Unmarried,IPE,3.26-3.5 (Good),3.26-3.5 (Good),Regularly (More than 75%),5–10 hours,Always,"Yes, but with difficulty",Partially conducive (sometimes noisy),Never,Frequently,Very supportive,Sometimes,Living in university accommodation (dorms),No,"Yes, part-time","Yes, partially",No,Never,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Often,5–6 hours,Occasionally (1–2 times a week),More than 4 hours,No,Never,"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
29/12/2024 06:17:15,,Female,Unmarried,Dba,3.76- higher (Best),3.76- higher (Best),Regularly (More than 75%),Less than 5 hours,Most of the time,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Occasionally,Very supportive,Sometimes,Living with roommates,No,"Yes, but occasionally (temporary jobs)","No, my family supports me",No,Occasionally,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Highly motivated,Sometimes,7–8 hours,Never,2–4 hours,"Yes, both physical and mental health conditions",Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",To stay concentrated ,"Yes,"
31/12/2024 08:40:28,,Male,Unmarried,Chemical Engineering ,3.51-3.75 (Better),3-3.25 (Average),Regularly (More than 75%),10–15 hours,Most of the time,"Yes, always","Fully conducive (quiet, with necessary resources)",Occasionally (once a month),Rarely,Somewhat supportive,Often,Living with parents/guardians,No,"No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Sometimes,7–8 hours,Never,2–4 hours,No,Regularly (once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear",Lack of experienced teachers,No
31/12/2024 08:41:52,,Male,Unmarried,ECE,Below 3 (Below Average),Below 3 (Below Average),Rarely (Less than 50%),Less than 5 hours,Never,No,Partially conducive (sometimes noisy),Never,Never,Not supportive,Never,Living with parents/guardians,"Yes, partial scholarship/financial aid","No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, but it is unreliable",Frequently,Very comfortable,Not motivated,Often,7–8 hours,Regularly (3–5 times a week),More than 4 hours,No,Never,Passing the course,No,Waking Up from Sleep,Not Really
31/12/2024 08:45:00,,Male,Unmarried,MTE,3.51-3.75 (Better),3.51-3.75 (Better),Regularly (More than 75%),Less than 5 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Never,Rarely,Very supportive,Sometimes,Living in university accommodation (dorms),"Yes, partial scholarship/financial aid","No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, but it is unreliable",Frequently,Very comfortable,Mostly motivated,Often,5–6 hours,Occasionally (1–2 times a week),1–2 hours,No,Frequently (more than once a week),Achieving the highest grade,"Yes, I have a specific goal",Courses do not align with the career requirements ,"Yes,  inconsistency in relationships affects in academic "
31/12/2024 09:08:27,,Male,Unmarried,B.Sc in Food and Process Engineering ,3-3.25 (Average),3-3.25 (Average),Regularly (More than 75%),Less than 5 hours,Most of the time,"Yes, always","Fully conducive (quiet, with necessary resources)",Occasionally (once a month),Frequently,Somewhat supportive,Sometimes,Living with parents/guardians,No,"Yes, part-time","Yes, partially","Yes, occasionally",Never,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Sometimes,5–6 hours,Daily,More than 4 hours,No,Never,"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear",Nothing ,No
31/12/2024 09:16:48,,Male,Unmarried,EEE,3-3.25 (Average),3-3.25 (Average),Regularly (More than 75%),Less than 5 hours,Sometimes,"Yes, always",Partially conducive (sometimes noisy),Never,Rarely,Not supportive,Sometimes,Living with roommates,No,"Yes, part-time","No, my family supports me","Yes, occasionally",Frequently,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Often,5–6 hours,Regularly (3–5 times a week),2–4 hours,No,Regularly (once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear",,
31/12/2024 09:26:07,,Male,Unmarried,Computer Science and Engineering,3.51-3.75 (Better),3-3.25 (Average),Regularly (More than 75%),10–15 hours,Most of the time,"Yes, but with difficulty",Partially conducive (sometimes noisy),Occasionally (once a month),Occasionally,Somewhat supportive,Often,Living alone,No,"No, I am not working","No, my family supports me",No,Rarely,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Sometimes,5–6 hours,Occasionally (1–2 times a week),2–4 hours,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal","Procrastination, Anxiety and Mild Depression",Sometimes Financial
31/12/2024 09:54:21,,Male,Unmarried,CSE,3.51-3.75 (Better),3.26-3.5 (Good),Regularly (More than 75%),Less than 5 hours,Most of the time,"Yes, always","Fully conducive (quiet, with necessary resources)",Never,Rarely,Very supportive,Sometimes,Living with parents/guardians,"Yes, partial scholarship/financial aid","Yes, but occasionally (temporary jobs)","Yes, partially",No,Never,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Sometimes,5–6 hours,Occasionally (1–2 times a week),2–4 hours,No,Regularly (once a week),Passing the course,"Yes, but it's unclear","Wasting time in classes , that amount of time can be put in acquiring skills ",No
31/12/2024 10:00:08,,Male,Unmarried,EEE ,3-3.25 (Average),3.26-3.5 (Good),Regularly (More than 75%),5–10 hours,Most of the time,"Yes, but with difficulty","Fully conducive (quiet, with necessary resources)",,Rarely,Somewhat supportive,Always,Living with parents/guardians,No,"No, I am not working","No, my family supports me",No,Rarely,"Fair (some communication, but distant)",Both financial and mental support,"Yes, reliable access",Frequently,Somewhat comfortable,Mostly motivated,Sometimes,5–6 hours,Occasionally (1–2 times a week),2–4 hours,No,Frequently (more than once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear",Can't understand ,Yes
31/12/2024 10:17:00,,Male,Unmarried,CE,Below 3 (Below Average),3-3.25 (Average),Regularly (More than 75%),Less than 5 hours,Sometimes,"Yes, but with difficulty",Partially conducive (sometimes noisy),Never,Never,Somewhat supportive,Often,Living in university accommodation (dorms),No,"No, I am not working","No, my family supports me",No,Rarely,Good (regular communication),Only financial support,"Yes, but it is unreliable",Frequently,Somewhat comfortable,Not motivated,Rarely,5–6 hours,Daily,2–4 hours,No,Never,Improving my GPA,"Yes, but it's unclear","পড়তে বসলেই যখন সিলেবাস আর পড়ার জিনিসপত্র দেখি তখন মাথায় একটা জিনিসই আসে, এই বাল পড়ে আমার ক্যারিয়ারে(চাকরি/পড়াশোনা/গবেষণা) কি কাজে লাগবে?
বাস্তবসম্মত সিলেবাস না।","Not a big deal but sometimes i feel lonely, like i had a spouse or in depression becasue my results will passively impact in my career,marital life or further more which can't judge someone. Like how can i judge ""medha"" just  by CGPA or why it should!."
31/12/2024 11:34:36,,Female,Unmarried,EEE ,3.26-3.5 (Good),3.26-3.5 (Good),Regularly (More than 75%),5–10 hours,Always,"Yes, but with difficulty",Partially conducive (sometimes noisy),Never,Rarely,Somewhat supportive,Often,Living with parents/guardians,No,"No, I am not working","No, my family supports me",No,Rarely,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Rarely,Less than 5 hours,Daily,More than 4 hours,No,Occasionally (once a month),Improving my GPA,"Yes, but it's unclear",Unable to understand the question pattern and what actually the teachers wanted me to write in the answer ,No
31/12/2024 11:45:38,,Female,Married,EEE,3.51-3.75 (Better),3.51-3.75 (Better),Regularly (More than 75%),More than 15 hours,Always,"Yes, but with difficulty","Fully conducive (quiet, with necessary resources)",Never,Never,Very supportive,Often,Living alone,No,"No, I am not working","No, my family supports me",No,Never,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Never,More than 8 hours,Occasionally (1–2 times a week),2–4 hours,No,Never,Achieving the highest grade,"Yes, but it's unclear",Understanting,
31/12/2024 12:01:22,,Male,Unmarried,CSE,3-3.25 (Average),3-3.25 (Average),Rarely (Less than 50%),Less than 5 hours,Always,"Yes, but with difficulty",Partially conducive (sometimes noisy),Occasionally (once a month),Frequently,Very supportive,Often,Living alone,No,"No, I am not working","Yes, partially",No,Never,Excellent (close and supportive relationship),Only financial support,"Yes, reliable access",Frequently,Very comfortable,Not motivated,Sometimes,Less than 5 hours,Daily,1–2 hours,"Yes, a mental health condition",Occasionally (once a month),Improving my GPA,"Yes, I have a specific goal",The biggest challenge is when I sit down to study....😅,No
